feature1,feature2,feature3,feature4,score1,score2
90.0,2.3000000000000007,5.5000000000000036,0.7000000000000001,96.4860070637641,20.381119494840092
89.89999999999999,2.400000000000001,5.5000000000000036,0.7000000000000001,96.97495074270759,20.179335202974535
89.8,2.500000000000001,5.5000000000000036,0.7000000000000001,97.47717772056045,19.972924511972227
89.7,2.600000000000001,5.5000000000000036,0.7000000000000001,97.99114041147922,19.762347914144772
89.6,2.700000000000001,5.5000000000000036,0.7000000000000001,98.51524055153345,19.548096231893787
89.5,2.800000000000001,5.5000000000000036,0.7000000000000001,99.04784125008317,19.330690169377228
89.39999999999999,2.9000000000000012,5.5000000000000036,0.7000000000000001,99.58727985921418,19.110679852670746
89.3,3.0000000000000013,5.5000000000000036,0.7000000000000001,100.13188165327894,18.888644381287495
89.2,3.1000000000000014,5.5000000000000036,0.7000000000000001,100.67997431676427,18.665191420404547
89.1,3.2000000000000015,5.5000000000000036,0.7000000000000001,101.22990324380024,18.440956870087778
89.0,3.3000000000000016,5.5000000000000036,0.7000000000000001,101.78004765517056,18.216604654829162
88.89999999999999,3.4000000000000017,5.5000000000000036,0.7000000000000001,102.3288375365686,17.99282668323781
88.3,4.600000000000003,5.5000000000000036,0.1,102.40466433502465,17.898001454897333
88.2,4.700000000000003,5.5000000000000036,0.1,103.06659590578944,17.770627244327247
88.10000000000001,4.8000000000000025,5.5000000000000036,0.1,103.71723480898238,17.653946770784223
88.0,4.900000000000003,5.5000000000000036,0.1,104.35551851901212,17.548493485067816
87.9,5.0000000000000036,5.5000000000000036,0.1,104.98041212157389,17.45471897207119
87.8,5.100000000000003,5.5000000000000036,0.1,105.59090593003599,17.372989349220372
87.7,5.200000000000003,5.5000000000000036,0.1,106.18601370920958,17.30358282174025
87.60000000000001,5.300000000000003,5.5000000000000036,0.1,106.76477163747313,17.24668842976375
87.5,5.300000000000003,5.5000000000000036,0.2,108.333098382066,16.456588405804006
87.4,5.300000000000003,5.5000000000000036,0.3,109.65044966207961,15.734806781375866
87.5,5.400000000000004,5.5000000000000036,0.1,107.32623810975845,17.20240599200479
87.39999999999999,5.400000000000004,5.5000000000000036,0.2,108.91181896510028,16.41242477159669
87.3,5.400000000000004,5.5000000000000036,0.3,110.22765749164678,15.693226675857389
87.19999999999999,5.400000000000004,5.5000000000000036,0.4,111.09473122630524,15.088877326390264
86.89999999999999,5.400000000000004,5.5000000000000036,0.7000000000000001,111.77797061574823,14.979338456353283
87.4,5.5000000000000036,5.5000000000000036,0.1,107.8694944478217,17.170747219434787
87.3,5.5000000000000036,5.5000000000000036,0.2,109.47166179578821,16.38263337236056
87.2,5.5000000000000036,5.5000000000000036,0.3,110.78681300906315,15.667652643641206
87.1,5.5000000000000036,5.5000000000000036,0.4,111.63714017602263,15.069632742841957
86.8,5.5000000000000036,5.5000000000000036,0.7000000000000001,112.18247858055693,14.977890463652344
